1	27.344157678534074
2	18.649672596066523
1	19.019355654560833
2	21.44534806816602
1	36.70337015983597
2	41.54677215032264
1	23.84728718339059
2	24.472677969661397
1	23.27759314973745
2	22.73989902982348
1	17.437564629533654
2	25.371078890117015
1	14.547501929079642
2	22.090154798527355
1	24.33368086631955
2	20.717561457793984
1	25.52688362708956
2	26.605352303817675
1	14.566786571055719
2	23.84960763369665
1	27.64977250948645
2	36.87886751359125
1	10.306587555473275
2	24.600207412113065
1	13.594566456770817
2	31.025846501726967
1	12.30104366600526
2	18.920443202479994
1	17.583001354577362
2	31.492646645407966
1	23.615550828766967
2	11.859844710905719
1	28.69633543593067
2	25.42624094746501
1	20.515362653647323
2	25.712165381499474
1	17.653207276118984
2	34.22409150899759
1	23.439404597312066
2	34.05327619763616
